
Slice of inventory for a character.





{'Name': '?', 'item_id': [21, 2], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [37, 0, 0], 'iter': 116}
{'Name': '?', 'item_id': [209, 1], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [40, 0, 0], 'iter': 238}
{'Name': 'Fortissaxs Lightning Spear', 'item_id': [29, 27], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 109}
{'Name': '?', 'item_id': [31, 3], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 111}
{'Name': '?', 'item_id': [2, 4], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [39, 0, 0], 'iter': 4}
{'Name': '?', 'item_id': [11, 4], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [39, 0, 0], 'iter': 5}
{'Name': '?', 'item_id': [220, 4], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [39, 0, 0], 'iter': 6}
{'Name': '?', 'item_id': [125, 1], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [39, 0, 0], 'iter': 7}
{'Name': '?', 'item_id': [14, 5], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [39, 0, 0], 'iter': 8}
{'Name': '?', 'item_id': [190, 2], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [39, 0, 0], 'iter': 9}
{'Name': '?', 'item_id': [22, 5], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [39, 0, 0], 'iter': 10}
{'Name': '?', 'item_id': [199, 4], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [39, 0, 0], 'iter': 12}
{'Name': '?', 'item_id': [229, 1], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [39, 0, 0], 'iter': 13}
{'Name': '?', 'item_id': [71, 2], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [39, 0, 0], 'iter': 14}
{'Name': '?', 'item_id': [231, 4], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [39, 0, 0], 'iter': 15}
{'Name': '?', 'item_id': [48, 4], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [39, 0, 0], 'iter': 16}
{'Name': '?', 'item_id': [130, 2], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [39, 0, 0], 'iter': 17}
{'Name': '?', 'item_id': [81, 4], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [39, 0, 0], 'iter': 18}
{'Name': '?', 'item_id': [156, 2], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [53, 0, 0], 'iter': 146}
{'Name': '?', 'item_id': [196, 2], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [39, 0, 0], 'iter': 51}
{'Name': '?', 'item_id': [89, 2], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [39, 0, 0], 'iter': 125}
{'Name': '?', 'item_id': [85, 1], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [39, 0, 0], 'iter': 146}
{'Name': 'Great Oracular Bubble', 'item_id': [246, 19], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [39, 0, 0], 'iter': 165}
{'Name': 'Deathsbane Jerky', 'item_id': [196, 4], 'uid': [0, 160], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [39, 0, 0], 'iter': 184}
{'Name': '?', 'item_id': [79, 2], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [39, 0, 0], 'iter': 186}
{'Name': 'Ancestral Follower Ashes', 'item_id': [104, 48], 'uid': [3, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [39, 0, 0], 'iter': 189}
{'Name': '?', 'item_id': [144, 4], 'uid': [128, 128], 'quantity': 57, 'pad1': [0, 0, 0], 'pad2': [59, 0, 0], 'iter': 172}
{'Name': 'Clayman Ashes', 'item_id': [48, 99], 'uid': [3, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [39, 0, 0], 'iter': 240}
{'Name': '?', 'item_id': [192, 1], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [40, 0, 0], 'iter': 8}
{'Name': 'Drawstring Holy Grease', 'item_id': [250, 5], 'uid': [0, 176], 'quantity': 6, 'pad1': [0, 0, 0], 'pad2': [52, 0, 0], 'iter': 224}
{'Name': 'Flask of Crimson Tears +12', 'item_id': [1, 4], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [40, 0, 0], 'iter': 13}
{'Name': 'Redmane Fire Pot', 'item_id': [45, 1], 'uid': [0, 176], 'quantity': 5, 'pad1': [0, 0, 0], 'pad2': [40, 0, 0], 'iter': 33}
{'Name': '?', 'item_id': [90, 1], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [40, 0, 0], 'iter': 38}
{'Name': 'Archer Ashes', 'item_id': [168, 204], 'uid': [3, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [40, 0, 0], 'iter': 46}
{'Name': '?', 'item_id': [233, 2], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [40, 0, 0], 'iter': 51}
{'Name': 'Shabriri Grape', 'item_id': [216, 4], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [53, 0, 0], 'iter': 147}
{'Name': 'Perfumers Cookbook :[4]', 'item_id': [176, 36], 'uid': [3, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [40, 0, 0], 'iter': 60}
{'Name': 'Dappled Cured Meat', 'item_id': [116, 4], 'uid': [0, 160], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [40, 0, 0], 'iter': 82}
{'Name': 'Ghost Glovewort :[9]', 'item_id': [166, 42], 'uid': [0, 176], 'quantity': 14, 'pad1': [0, 0, 0], 'pad2': [58, 0, 0], 'iter': 59}
{'Name': 'Somber Smithing Stone :[8]', 'item_id': [183, 39], 'uid': [0, 176], 'quantity': 15, 'pad1': [0, 0, 0], 'pad2': [57, 0, 0], 'iter': 164}
{'Name': 'Immunizing Horn Charm +1', 'item_id': [147, 4], 'uid': [0, 160], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [40, 0, 0], 'iter': 170}
{'Name': '?', 'item_id': [28, 3], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [40, 0, 0], 'iter': 182}
{'Name': '?', 'item_id': [4, 5], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [40, 0, 0], 'iter': 194}
{'Name': '?', 'item_id': [88, 1], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [40, 0, 0], 'iter': 210}
{'Name': 'Thawfrost Boluses', 'item_id': [152, 3], 'uid': [0, 176], 'quantity': 12, 'pad1': [0, 0, 0], 'pad2': [55, 0, 0], 'iter': 94}
{'Name': 'Scarlet Aeonia', 'item_id': [72, 28], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [59, 0, 0], 'iter': 149}
{'Name': 'Cerulean Seed Talisman', 'item_id': [146, 19], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [53, 0, 0], 'iter': 166}
{'Name': '?', 'item_id': [136, 3], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [45, 0, 0], 'iter': 118}
{'Name': 'Invigorating Cured Meat', 'item_id': [96, 4], 'uid': [0, 176], 'quantity': 3, 'pad1': [0, 0, 0], 'pad2': [51, 0, 0], 'iter': 210}
{'Name': 'Dappled White Cured Meat', 'item_id': [60, 5], 'uid': [0, 176], 'quantity': 2, 'pad1': [0, 0, 0], 'pad2': [48, 0, 0], 'iter': 121}
{'Name': 'Freezing Grease', 'item_id': [190, 5], 'uid': [0, 176], 'quantity': 10, 'pad1': [0, 0, 0], 'pad2': [51, 0, 0], 'iter': 177}
{'Name': 'Drawstring Magic Grease', 'item_id': [240, 5], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [40, 0, 0], 'iter': 254}
{'Name': 'Drawstring Rot Grease', 'item_id': [54, 6], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [40, 0, 0], 'iter': 255}
{'Name': 'Drawstring Blood Grease', 'item_id': [4, 6], 'uid': [0, 176], 'quantity': 5, 'pad1': [0, 0, 0], 'pad2': [54, 0, 0], 'iter': 83}
{'Name': 'Drawstring Soporific Grease', 'item_id': [14, 6], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [41, 0, 0], 'iter': 1}
{'Name': '?', 'item_id': [93, 4], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [41, 0, 0], 'iter': 2}
{'Name': '?', 'item_id': [28, 5], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [41, 0, 0], 'iter': 8}
{'Name': '?', 'item_id': [72, 1], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [41, 0, 0], 'iter': 36}
{'Name': '?', 'item_id': [14, 1], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [41, 0, 0], 'iter': 37}
{'Name': '?', 'item_id': [69, 4], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [53, 0, 0], 'iter': 182}
{'Name': 'Somber Ancient Dragon Smithing Stone', 'item_id': [184, 39], 'uid': [0, 176], 'quantity': 6, 'pad1': [0, 0, 0], 'pad2': [57, 0, 0], 'iter': 229}
{'Name': '?', 'item_id': [186, 0], 'uid': [128, 192], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [41, 0, 0], 'iter': 63}
{'Name': 'Cerulean Amber Medallion +2', 'item_id': [244, 3], 'uid': [0, 160], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [41, 0, 0], 'iter': 131}
{'Name': 'Adulas Moonblade', 'item_id': [79, 17], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [41, 0, 0], 'iter': 141}
{'Name': 'Rannis Dark Moon', 'item_id': [9, 17], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [41, 0, 0], 'iter': 158}
{'Name': 'Banished Knight Helm', 'item_id': [64, 13], 'uid': [3, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [41, 0, 0], 'iter': 165}
{'Name': '?', 'item_id': [30, 1], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [41, 0, 0], 'iter': 168}
{'Name': '?', 'item_id': [20, 2], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [41, 0, 0], 'iter': 171}
{'Name': '?', 'item_id': [245, 4], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [41, 0, 0], 'iter': 172}
{'Name': '?', 'item_id': [194, 2], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [41, 0, 0], 'iter': 173}
{'Name': '?', 'item_id': [229, 2], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [41, 0, 0], 'iter': 174}
{'Name': '?', 'item_id': [101, 3], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [41, 0, 0], 'iter': 177}
{'Name': 'Volcanic Stone', 'item_id': [114, 81], 'uid': [0, 176], 'quantity': 240, 'pad1': [0, 0, 0], 'pad2': [50, 0, 0], 'iter': 234}
{'Name': '?', 'item_id': [82, 4], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [41, 0, 0], 'iter': 188}
{'Name': '?', 'item_id': [149, 0], 'uid': [128, 192], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [59, 0, 0], 'iter': 151}
{'Name': '?', 'item_id': [214, 4], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [41, 0, 0], 'iter': 190}
{'Name': 'Dragon Communion Seal', 'item_id': [0, 5], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [41, 0, 0], 'iter': 191}
{'Name': '?', 'item_id': [194, 4], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [41, 0, 0], 'iter': 192}
{'Name': '?', 'item_id': [226, 2], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [41, 0, 0], 'iter': 209}
{'Name': '?', 'item_id': [131, 0], 'uid': [128, 192], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [41, 0, 0], 'iter': 226}
{'Name': '?', 'item_id': [23, 1], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [53, 0, 0], 'iter': 245}
{'Name': '?', 'item_id': [9, 1], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [41, 0, 0], 'iter': 235}
{'Name': '?', 'item_id': [196, 0], 'uid': [128, 192], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 1}
{'Name': '?', 'item_id': [144, 2], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 28}
{'Name': '?', 'item_id': [83, 2], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 29}
{'Name': 'All-Knowing Armor (Altered)', 'item_id': [252, 4], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 30}
{'Name': 'Champions Song Painting', 'item_id': [10, 32], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 65}
{'Name': '?', 'item_id': [196, 1], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 77}
{'Name': 'Elden Lord Crown', 'item_id': [224, 4], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 89}
{'Name': '?', 'item_id': [14, 3], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 91}
{'Name': '?', 'item_id': [86, 1], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 95}
{'Name': '?', 'item_id': [42, 4], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 96}
{'Name': '?', 'item_id': [1, 1], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [48, 0, 0], 'iter': 225}
{'Name': 'Flask of Cerulean Tears', 'item_id': [27, 4], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 102}
{'Name': 'Ancestral Spirits Horn', 'item_id': [222, 23], 'uid': [0, 160], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 103}
{'Name': '?', 'item_id': [144, 0], 'uid': [128, 192], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 108}
{'Name': 'Godskin Swaddling Cloth', 'item_id': [176, 19], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 110}
{'Name': '?', 'item_id': [185, 3], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 112}
{'Name': 'Sweet Raisin', 'item_id': [43, 3], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 113}
{'Name': 'Giantsflame Fire Pot', 'item_id': [46, 1], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 114}
{'Name': '?', 'item_id': [168, 2], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 119}
{'Name': '?', 'item_id': [142, 1], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 120}
{'Name': '?', 'item_id': [138, 0], 'uid': [128, 192], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 145}
{'Name': '?', 'item_id': [13, 2], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 149}
{'Name': '?', 'item_id': [179, 1], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 150}
{'Name': '?', 'item_id': [193, 3], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 151}
{'Name': 'Perfumers Talisman', 'item_id': [172, 8], 'uid': [0, 160], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 169}
{'Name': 'Takers Cameo', 'item_id': [166, 19], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 176}
{'Name': 'Pearldrake Talisman +1', 'item_id': [211, 15], 'uid': [0, 160], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 189}
{'Name': '?', 'item_id': [205, 0], 'uid': [128, 192], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [42, 0, 0], 'iter': 202}
{'Name': '?', 'item_id': [7, 2], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [43, 0, 0], 'iter': 57}
{'Name': 'Rainbow Stone', 'item_id': [228, 7], 'uid': [0, 160], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [43, 0, 0], 'iter': 61}
{'Name': 'Roiling Magma', 'item_id': [212, 18], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [43, 0, 0], 'iter': 80}
{'Name': 'Raw Meat Dumpling', 'item_id': [211, 4], 'uid': [128, 128], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [43, 0, 0], 'iter': 97}
{'Name': 'Unendurable Frenzy', 'item_id': [143, 28], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [53, 0, 0], 'iter': 254}
{'Name': '?', 'item_id': [61, 3], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [43, 0, 0], 'iter': 112}
{'Name': 'Prattling Pate Youre beautiful', 'item_id': [159, 8], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [43, 0, 0], 'iter': 115}
{'Name': 'Gold-Pickled Fowl Foot', 'item_id': [176, 4], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [43, 0, 0], 'iter': 119}
{'Name': '?', 'item_id': [255, 2], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [43, 0, 0], 'iter': 120}
{'Name': 'Placidusaxs Ruin', 'item_id': [138, 27], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [59, 0, 0], 'iter': 152}
{'Name': 'Stalwart Horn Charm +1', 'item_id': [137, 4], 'uid': [0, 160], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [54, 0, 0], 'iter': 6}
{'Name': '?', 'item_id': [113, 1], 'uid': [128, 144], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [54, 0, 0], 'iter': 8}
{'Name': 'Comet Azur', 'item_id': [104, 16], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [43, 0, 0], 'iter': 135}
{'Name': 'Graven-Mass Talisman', 'item_id': [185, 11], 'uid': [0, 160], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [54, 0, 0], 'iter': 21}
{'Name': 'Crystal Torrent', 'item_id': [168, 17], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [43, 0, 0], 'iter': 169}
{'Name': 'Stars of Ruin', 'item_id': [124, 16], 'uid': [0, 176], 'quantity': 1, 'pad1': [0, 0, 0], 'pad2': [43, 0, 0], 'iter': 182}
